State,Category,Estabblishment
Washington,"Cookie, cracker, and pasta ",14
Washington,Cookie and cracker ,4
Washington,"Dry pasta, dough, and flour mixes  from purchased flour",10
Washington,Tortilla ,6
Washington,Tortilla ,6
Washington,Other food ,133
Washington,Snack food ,19
Washington,Roasted nuts and peanut butter ,10
Washington,Other snack food ,9
Washington,Coffee and tea ,45
Washington,Coffee and tea ,45
Washington,Flavoring syrup and concentrate ,3
Washington,Flavoring syrup and concentrate ,3
Washington,Seasoning and dressing ,22
Washington,"Mayonnaise, dressing, and other prepared sauce ",7
Washington,Spice and extract ,15
Washington,All other food ,44
Washington,Perishable prepared food ,28
Washington,All other miscellaneous food ,16
Washington,Beverage and tobacco product ,348
Washington,Beverage ,347
Washington,Soft drink and ice ,25
Washington,Soft drink ,11
Washington,Bottled water ,4
Washington,Ice ,10
Washington,Breweries,68
Washington,Breweries,68
Washington,Wineries,237
Washington,Wineries,237
Washington,Distilleries,17
Washington,Distilleries,17
Washington,Textile mills,31
Washington,"Fiber, yarn, and thread mills",5
Washington,"Fiber, yarn, and thread mills",5
Washington,"Fiber, yarn, and thread mills",5
Washington,Fabric mills,18
Washington,Broadwoven fabric mills,7
Washington,Broadwoven fabric mills,7
Washington,Narrow fabric mills and schiffli machine embroidery,4
Washington,Narrow fabric mills and schiffli machine embroidery,4
Washington,Nonwoven fabric mills,6
Washington,Nonwoven fabric mills,6
Washington,Textile and fabric finishing and fabric coating mills,8
Washington,Textile and fabric finishing mills,7
Washington,Textile and fabric finishing mills,7
Washington,Textile product mills,145
Washington,Textile furnishings mills,29
Washington,Curtain and linen mills,29
Washington,Curtain and linen mills,29
Washington,Other textile product mills,116
Washington,Textile bag and canvas mills,38
Washington,Textile bag and canvas mills,38
Washington,All other textile product mills,78
Washington,"Rope, cordage, twine, tire cord, and tire fabric mills",14
Washington,All other miscellaneous textile product mills,64
Washington,Apparel ,79
Washington,Cut and sew apparel ,62
Washington,Cut and sew apparel contractors,17
Washington,Cut and sew apparel contractors,17
Washington,Men's and boys' cut and sew apparel ,12
Washington,Men's and boys' cut and sew apparel ,12
Washington,"Women's, girls', and infants' cut and sew apparel ",26
Washington,"Women's, girls', and infants' cut and sew apparel ",26
Washington,Other cut and sew apparel ,7
Washington,Other cut and sew apparel ,7
Washington,Apparel accessories and other apparel ,15
Washington,Apparel accessories and other apparel ,15
Washington,Apparel accessories and other apparel ,15
Washington,Leather and allied product ,24
Washington,Leather and hide tanning and finishing,4
Washington,Leather and hide tanning and finishing,4
Washington,Leather and hide tanning and finishing,4
Washington,Footwear ,5
Washington,Footwear ,5
Washington,Footwear ,5
Washington,Other leather and allied product ,15
Washington,Other leather and allied product ,15
Washington,Women's handbag and purse ,6
Washington,All other leather good and allied product ,9
Washington,Wood product ,415
Washington,Sawmills and wood preservation,133
Washington,Sawmills and wood preservation,133
Washington,Sawmills,116
Washington,Wood preservation,17
Washington,"Veneer, plywood, and engineered wood product ",54
Washington,"Veneer, plywood, and engineered wood product ",54
Washington,Hardwood veneer and plywood ,7
Washington,Softwood veneer and plywood ,11
Washington,Engineered wood member (except truss) ,11
Washington,Truss ,22
Washington,Reconstituted wood product ,3
Washington,Other wood product ,228
Washington,Millwork,100
Washington,Wood window and door ,39
Washington,"Cut stock, resawing lumber, and planing",36
Washington,Other millwork (including flooring),25
Washington,Wood container and pallet ,50
Washington,Wood container and pallet ,50
Washington,All other wood product ,78
Washington,Manufactured home (mobile home) ,6
Washington,Prefabricated wood building ,18
Washington,All other miscellaneous wood product ,54
Washington,Paper ,88
Washington,"Pulp, paper, and paperboard mills",18
Washington,Paper mills,9
Washington,Paper (except newsprint) mills,5
Washington,Newsprint mills,4
Washington,Paperboard mills,7
Washington,Paperboard mills,7
Washington,Converted paper product ,70
Washington,Paperboard container ,32
Washington,Corrugated and solid fiber box ,18
Washington,Folding paperboard box ,6
Washington,Other paperboard container ,8
Washington,Paper bag and coated and treated paper ,15
Washington,Paper bag and coated and treated paper ,15
Washington,Stationery product ,6
Washington,Stationery product ,6
Washington,Other converted paper product ,17
Washington,Sanitary paper product ,4
Washington,All other converted paper product ,13
Washington,Printing and related support activities,527
Washington,Printing and related support activities,527
Washington,Printing,497
Washington,Commercial printing (except screen and books),392
Washington,Commercial screen printing,100
Washington,Books printing,5
Washington,Support activities for printing,30
Washington,Support activities for printing,30
Washington,Petroleum and coal products ,24
Washington,Petroleum and coal products ,24
Washington,Petroleum refineries,5
Washington,Petroleum refineries,5
Washington,"Asphalt paving, roofing, and saturated materials ",17
Washington,Asphalt paving mixture and block ,14
Washington,Asphalt shingle and coating materials ,3
Washington,Chemical ,235
Washington,Basic chemical ,39
Washington,Industrial gas ,10
Washington,Industrial gas ,10
Washington,Other basic inorganic chemical ,15
Washington,Other basic inorganic chemical ,15
Washington,Other basic organic chemical ,14
Washington,All other basic organic chemical ,13
Washington,"Resin, synthetic rubber, and synthetic fibers and filaments ",12
Washington,Resin and synthetic rubber ,10
Washington,Plastics material and resin ,8
Washington,"Pesticide, fertilizer, and other agricultural chemical ",38
Washington,Fertilizer ,32
Washington,Nitrogenous fertilizer ,8
Washington,Phosphatic fertilizer ,3
Washington,Fertilizer (mixing only) ,21
Washington,Pesticide and other agricultural chemical ,6
Washington,Pesticide and other agricultural chemical ,6
Washington,Pharmaceutical and medicine ,41
Washington,Pharmaceutical and medicine ,41
Washington,Medicinal and botanical ,10
Washington,Pharmaceutical preparation ,18
Washington,In-vitro diagnostic substance ,7
Washington,Biological product (except diagnostic) ,6
Washington,"Paint, coating, and adhesive ",27
Washington,Paint and coating ,18
Washington,Paint and coating ,18
Washington,Adhesive ,9
Washington,Adhesive ,9
Washington,"Soap, cleaning compound, and toilet preparation ",44
Washington,Soap and cleaning compound ,24
Washington,Soap and other detergent ,14
Washington,Polish and other sanitation good ,10
Washington,Toilet preparation ,20
Washington,Toilet preparation ,20
Washington,Other chemical product and preparation ,34
Washington,All other chemical product and preparation ,34
Washington,Custom compounding of purchased resins,4
Washington,"Photographic film, paper, plate, and chemical ",10
Washington,All other miscellaneous chemical product and preparation ,20
Washington,Plastics and rubber products ,220
Washington,Plastics product ,200
Washington,Plastics packaging and unlaminated film and sheet ,18
Washington,Plastics bag and pouch ,4
Washington,Unlaminated plastics film and sheet (except packaging) ,12
Washington,"Plastics pipe, pipe fitting, and unlaminated profile shape ",26
Washington,Unlaminated plastics profile shape ,14
Washington,Plastics pipe and pipe fitting ,12
Washington,"Laminated plastics plate, sheet (except packaging), and shape ",5
Washington,"Laminated plastics plate, sheet (except packaging), and shape ",5
Washington,Polystyrene foam product ,6
Washington,Polystyrene foam product ,6
Washington,Urethane and other foam product (except polystyrene) ,6
Washington,Urethane and other foam product (except polystyrene) ,6
Washington,Plastics bottle ,9
Washington,Plastics bottle ,9
Washington,Other plastics product ,130
Washington,Plastics plumbing fixture ,5
Washington,All other plastics product ,125
Washington,Rubber product ,20
Washington,Tire ,7
Washington,Tire retreading,5
Washington,Rubber and plastics hoses and belting ,3
Washington,Rubber and plastics hoses and belting ,3
Washington,Other rubber product ,10
Washington,Rubber product  for mechanical use,5
Washington,All other rubber product ,5
Washington,Nonmetallic mineral product ,348
Washington,Clay product and refractory ,36
Washington,"Pottery, ceramics, and plumbing fixture ",25
Washington,"Pottery, ceramics, and plumbing fixture ",25
Washington,Clay building material and refractories ,11
Washington,Clay building material and refractories ,11
Washington,Glass and glass product ,66
Washington,Glass and glass product ,66
Washington,Flat glass ,5
Washington,Other pressed and blown glass and glassware ,19
Washington,Glass product  made of purchased glass,41
Washington,Cement and concrete product ,184
Washington,Cement ,7
Washington,Cement ,7
Washington,Ready-mix concrete ,93
Washington,Ready-mix concrete ,93
Washington,"Concrete pipe, brick, and block ",26
Washington,Concrete block and brick ,18
Washington,Concrete pipe ,8
Washington,Other concrete product ,58
Washington,Other concrete product ,58
Washington,Lime and gypsum product ,9
Washington,Gypsum product ,8
Washington,Gypsum product ,8
Washington,Other nonmetallic mineral product ,53
Washington,Abrasive product ,3
Washington,Abrasive product ,3
Washington,All other nonmetallic mineral product ,50
Washington,Cut stone and stone product ,38
Washington,Mineral wool ,4
Washington,All other miscellaneous nonmetallic mineral product ,7
Washington,Primary metal ,77
Washington,Steel product  from purchased steel,6
Washington,Rolling and drawing of purchased steel,5
Washington,Steel wire drawing,4
Washington,Alumina and aluminum production and processing,9
Washington,Alumina and aluminum production and processing,9
Washington,"Other aluminum rolling, drawing, and extruding",3
Washington,Nonferrous metal production and processing,20
Washington,Nonferrous metal (except aluminum) smelting and refining,8
Washington,Nonferrous metal (except aluminum) smelting and refining,8
Washington,"Nonferrous metal rolling, drawing, extruding, and alloying",11
Washington,"Nonferrous metal rolling, drawing, extruding, and alloying",8
Washington,"Secondary smelting, refining, and alloying of nonferrous metal",3
Washington,Foundries,40
Washington,Ferrous metal foundries,17
Washington,Iron foundries,5
Washington,Steel investment foundries,3
Washington,Steel foundries (except investment),9
Washington,Nonferrous metal foundries,23
Washington,Aluminum foundries (except die-casting),13
Washington,Other nonferrous metal foundries (except die-casting),9
Washington,Fabricated metal product ,1138
Washington,Forging and stamping,20
Washington,Forging and stamping,20
Washington,Custom roll forming,6
Washington,"Metal crown, closure, and other metal stamping (except automotive)",10
Washington,Cutlery and handtool ,24
Washington,Cutlery and handtool ,24
Washington,"Metal kitchen cookware, utensil, cutlery, and flatware (except precious) ",7
Washington,Saw blade and handtool ,17
Washington,Architectural and structural metals ,318
Washington,Plate work and fabricated structural product ,114
Washington,Prefabricated metal building and component ,9
Washington,Metal window and door ,16
Washington,Fabricated structural metal ,94
Washington,Plate work ,11
Washington,Ornamental and architectural metal products ,204
Washington,Sheet metal work ,122
Washington,Ornamental and architectural metal work ,66
Washington,"Boiler, tank, and shipping container ",32
Washington,Power boiler and heat exchanger ,7
Washington,Power boiler and heat exchanger ,7
Washington,Metal tank (heavy gauge) ,13
Washington,Metal tank (heavy gauge) ,13
Washington,"Metal can, box, and other metal container (light gauge) ",12
Washington,Metal can ,4
Washington,Other metal container ,8
Washington,Hardware ,19
Washington,Hardware ,19
Washington,Hardware ,19
Washington,Spring and wire product ,19
Washington,Spring and wire product ,19
Washington,Other fabricated wire product ,17
Washington,"Machine shops; turned product; and screw, nut, and bolt ",468
Washington,Machine shops,403
Washington,Machine shops,403
Washington,"Turned product and screw, nut, and bolt ",65
Washington,Precision turned product ,57
Washington,"Bolt, nut, screw, rivet, and washer ",8
Washington,"Coating, engraving, heat treating, and allied activities",114
Washington,"Coating, engraving, heat treating, and allied activities",114
Washington,Metal heat treating,10
Washington,"Metal coating, engraving and allied services to manufacturers",66
Washington,"Electroplating, plating, polishing, anodizing, and coloring",38
Washington,Other fabricated metal product ,124
Washington,Metal valve ,20
Washington,Industrial valve ,9
Washington,Fluid power valve and hose fitting ,6
Washington,Other metal valve and pipe fitting ,4
Washington,All other fabricated metal product ,104
Washington,Small arms ammunition ,3
Washington,"Small arms, ordnance, and ordnance accessories ",10
Washington,Fabricated pipe and pipe fitting ,9
Washington,All other miscellaneous fabricated metal product ,82
Washington,Machinery ,431
Washington,"Agriculture, construction, and mining machinery ",71
Washington,Agricultural implement ,39
Washington,Farm machinery and equipment ,37
Washington,Construction machinery ,25
Washington,Construction machinery ,25
Washington,Mining and oil and gas field machinery ,7
Washington,Mining machinery and equipment ,5
Washington,Industrial machinery ,85
Washington,Industrial machinery ,85
Washington,Food product machinery ,23
Washington,"Sawmill, woodworking, and paper machinery ",18
Washington,Printing machinery and equipment ,4
Washington,Other industrial machinery ,38
Washington,Commercial and service industry machinery ,39
Washington,Commercial and service industry machinery ,39
Washington,Optical instrument and lens ,3
Washington,Photographic and photocopying equipment ,7
Washington,Other commercial and service industry machinery ,29
Washington,"Ventilation, heating, and refrigeration equipment ",31
Washington,"Ventilation, heating, and refrigeration equipment ",31
Washington,Fan and blower and air purification equipment ,3
Washington,Heating equipment (except warm air furnaces) ,14
Washington,Air heating and refrigeration equipment,14
Washington,Metalworking machinery ,69
Washington,Metalworking machinery ,69
Washington,Industrial mold ,25
Washington,"Special die and tool, die set, jig, and fixture ",20
Washington,Cutting tool and machine tool accessory ,15
Washington,Machine tool ,7
Washington,"Engine, turbine, and power transmission equipment ",8
Washington,"Engine, turbine, and power transmission equipment ",8
Washington,Turbine and turbine generator set units ,3
Washington,Other engine equipment ,3
Washington,Other general purpose machinery ,128
Washington,Pump and compressor ,11
Washington,Pump and pumping equipment ,5
Washington,Air and gas compressor ,6
Washington,Material handling equipment ,42
Washington,Elevator and moving stairway ,4
Washington,Conveyor and conveying equipment ,16
Washington,"Overhead traveling crane, hoist, and monorail system ",13
Washington,"Industrial truck, trailer, and stacker machinery ",9
Washington,All other general purpose machinery ,75
Washington,Power-driven handtool ,5
Washington,Welding and soldering equipment ,6
Washington,Packaging machinery ,19
Washington,Fluid power cylinder and actuator ,14
Washington,All other miscellaneous general purpose machinery ,26
Washington,Computer and electronic product ,343
Washington,Computer and peripheral equipment ,32
Washington,Computer and peripheral equipment ,32
Washington,Electronic computer ,8
Washington,Computer terminal and other peripheral equipment ,23
Washington,Communications equipment ,46
Washington,Telephone apparatus ,8
Washington,Telephone apparatus ,8
Washington,Broadcasting and wireless communications equipment ,24
Washington,Broadcasting and wireless communications equipment ,24
Washington,Other communications equipment ,14
Washington,Other communications equipment ,14
Washington,Audio and video equipment ,10
Washington,Audio and video equipment ,10
Washington,Audio and video equipment ,10
Washington,Semiconductor and other electronic component ,80
Washington,Semiconductor and other electronic component ,80
Washington,Bare printed circuit board ,10
Washington,Semiconductor and related device ,19
Washington,"Capacitor, resistor, coil, transformer, and other inductor ",4
Washington,Electronic connector ,4
Washington,Printed circuit assembly (electronic assembly) ,14
Washington,Other electronic component ,29
Washington,"Navigational, measuring, electromedical, and control instruments ",155
Washington,"Navigational, measuring, electromedical, and control instruments ",155
Washington,Electromedical and electrotherapeutic apparatus ,26
Washington,"Search, detection, navigation, guidance, aeronautical, and nautical system ",29
Washington,Automatic environmental control,3
Washington,"Measuring, displaying, and controlling industrial process variables products",19
Washington,Totalizing fluid meter and counting device ,6
Washington,Instrument  for measuring and testing electricity and electrical systems,18
Washington,Analytical laboratory instrument ,22
Washington,Irradiation apparatus ,3
Washington,Other measuring and controlling device ,29
Washington, and reproducing magnetic and optical media,20
Washington, and reproducing magnetic and optical media,20
Washington,"Software and compact disc, tape, and record reproducing",18
Washington,"Electrical equipment, appliance, and component ",108
Washington,Electric lighting equipment ,22
Washington,Lighting fixture ,21
Washington,Residential electric lighting fixture ,9
Washington,Electric lighting fixture ,8
Washington,Other lighting equipment ,4
Washington,Household appliance ,7
Washington,Small electrical appliance ,7
Washington,Small electrical appliance ,7
Washington,Electrical equipment ,37
Washington,Electrical equipment ,37
Washington,Switchgear and switchboard apparatus ,13
Washington,Relay and industrial control ,21
Washington,Other electrical equipment and component ,42
Washington,Battery ,4
Washington,Primary battery ,3
Washington,Communication and energy wire and cable ,3
Washington,Other communication and energy wire ,3
Washington,Wiring device ,9
Washington,Current-carrying wiring device ,4
Washington,Noncurrent-carrying wiring device ,5
Washington,All other electrical equipment and component ,26
Washington,Carbon and graphite product ,4
Washington,All other miscellaneous electrical equipment,22
Washington,Transportation equipment ,398
Washington,Motor vehicle ,9
Washington,Automobile and light duty motor vehicle ,5
Washington,Automobile ,4
Washington,Heavy duty truck ,4
Washington,Heavy duty truck ,4
Washington,Motor vehicle body and trailer ,32
Washington,Motor vehicle body and trailer ,32
Washington,Motor vehicle body ,12
Washington,Truck trailer ,7
Washington,Travel trailer and camper ,12
Washington,Motor vehicle parts ,74
Washington,Motor vehicle gasoline engine and engine parts ,16
Washington,Motor vehicle gasoline engine and engine parts ,16
Washington,Motor vehicle electrical and electronic equipment ,12
Washington,Motor vehicle electrical and electronic equipment ,12
Washington,Motor vehicle transmission and power train parts ,7
Washington,Motor vehicle transmission and power train parts ,7
Washington,Motor vehicle seating and interior trim ,5
Washington,Motor vehicle seating and interior trim ,5
Washington,Motor vehicle metal stamping,3
Washington,Motor vehicle metal stamping,3
Washington,Other motor vehicle parts ,30
Washington,Other motor vehicle parts ,30
Washington,Aerospace product and parts ,110
Washington,Aerospace product and parts ,110
Washington,Aircraft ,21
Washington,Aircraft engine and engine parts ,6
Washington,Other aircraft parts and auxiliary equipment ,80
Washington,Ship and boat building,141
Washington,Ship and boat building,141
Washington,Ship building and repairing,63
Washington,Boat building,78
Washington,Other transportation equipment ,31
Washington,Other transportation equipment ,31
Washington,"Motorcycle, bicycle, and parts ",20
Washington,All other transportation equipment ,11
Washington,Furniture and related product ,395
Washington,Household and institutional furniture and kitchen cabinet ,288
Washington,Wood kitchen cabinet and countertop ,195
Washington,Wood kitchen cabinet and countertop ,195
Washington,Household and institutional furniture ,93
Washington,Upholstered household furniture ,14
Washington,Nonupholstered wood household furniture ,51
Washington,Household furniture (except wood and metal) ,11
Washington,Institutional furniture ,15
Washington,Office furniture (including fixtures) ,92
Washington,Office furniture (including fixtures) ,92
Washington,Wood office furniture ,10
Washington,Custom architectural woodwork and millwork ,57
Washington,Office furniture (except wood) ,5
Washington,"Showcase, partition, shelving, and locker ",20
Washington,Other furniture related product ,15
Washington,Mattress ,10
Washington,Mattress ,10
Washington,Blind and shade ,5
Washington,Blind and shade ,5
Washington,Miscellaneous ,868
Washington,Medical equipment and supplies ,382
Washington,Medical equipment and supplies ,382
Washington,Surgical and medical instrument ,27
Washington,Surgical appliance and supplies ,46
Washington,Dental equipment and supplies ,18
Washington,Ophthalmic goods ,20
Washington,Dental laboratories,271
Washington,Other miscellaneous ,486
Washington,Jewelry and silverware ,40
Washington,Jewelry and silverware ,40
Washington,Sporting and athletic goods ,67
Washington,Sporting and athletic goods ,67
Washington,"Doll, toy, and game ",14
Washington,"Doll, toy, and game ",14
Washington,Office supplies (except paper) ,15
Washington,Office supplies (except paper) ,15
Washington,Sign ,138
Washington,Sign ,138
Washington,All other miscellaneous ,212
Washington,"Gasket, packing, and sealing device ",8
Washington,Musical instrument ,31
Washington,"Broom, brush, and mop ",4
Washington,All other miscellaneous ,166
Washington ,Nonmetallic mineral product ,16
Washington ,Cement and concrete product ,12
Washington ,Ready-mix concrete ,12
Washington ,Ready-mix concrete ,12
Washington ,Primary metal ,3
Washington ,Fabricated metal product ,23
Washington ,Architectural and structural metals ,7
Washington ,Ornamental and architectural metal products ,5
Washington ,Sheet metal work ,3
Washington ,"Machine shops; turned product; and screw, nut, and bolt ",7
Washington ,Machine shops,7
Washington ,Machine shops,7
Washington ,Other fabricated metal product ,5
Washington ,All other fabricated metal product ,4
Washington ,All other miscellaneous fabricated metal product ,3
Washington ,Machinery ,13
Washington ,"Agriculture, construction, and mining machinery ",3
Washington ,Industrial machinery ,4
Washington ,Industrial machinery ,4
Washington ,Other industrial machinery ,4
Washington ,Other general purpose machinery ,3
Washington ,Computer and electronic product ,4
Washington ,"Navigational, measuring, electromedical, and control instruments ",3
Washington ,"Navigational, measuring, electromedical, and control instruments ",3
Washington ,Transportation equipment ,22
Washington ,Motor vehicle parts ,4
Washington ,Other motor vehicle parts ,3
Washington ,Other motor vehicle parts ,3
Washington ,Ship and boat building,14
Washington ,Ship and boat building,14
Washington ,Ship building and repairing,4
Washington ,Boat building,10
Washington ,Wood kitchen cabinet and countertop ,9
Washington ,Furniture and related product ,13
Washington ,Household and institutional furniture and kitchen cabinet ,13
Washington ,Wood kitchen cabinet and countertop ,9
Washington ,Household and institutional furniture ,4
Washington ,Nonupholstered wood household furniture ,4
Washington ,Miscellaneous ,22
Washington ,Other miscellaneous ,20
Washington ,Sign ,3
Washington ,Sign ,3
Washington ,All other miscellaneous ,13
Washington ,Musical instrument ,4
Washington ,All other miscellaneous ,9
Washington ,,228
Washington ,Food ,42
Washington ,Sugar and confectionery product ,5
Washington ,Chocolate and chocolate confectionery ,3
Washington ,Confectionery  from purchased chocolate,3
Washington ,Animal slaughtering and processing,6
Washington ,Animal slaughtering and processing,6
Washington ,Animal (except poultry) slaughtering,3
Washington ,Seafood product preparation and packaging,10
Washington ,Seafood product preparation and packaging,10
Washington ,Seafood product preparation and packaging,10
Washington ,Bakeries and tortilla ,6
Washington ,Bread and bakery product ,6
Washington ,Retail bakeries,3
Washington ,Other food ,10
Washington ,Coffee and tea ,5
Washington ,Coffee and tea ,5
Washington ,Beverage and tobacco product ,21
Washington ,Beverage ,21
Washington ,Breweries,4
Washington ,Breweries,4
Washington ,Wineries,16
Washington ,Wineries,16
Washington ,Apparel ,4
Washington ,Cut and sew apparel ,3
Washington ,Wood product ,20
Washington ,Sawmills and wood preservation,10
Washington ,Sawmills and wood preservation,10
Washington ,Sawmills,10
Washington ,Other wood product ,9
Washington ,Millwork,5
Washington ,"Cut stock, resawing lumber, and planing",3
Washington ,All other wood product ,3
Washington ,Printing and related support activities,10
Washington ,Printing and related support activities,10
Washington ,Printing,7
Washington ,Commercial printing (except screen and books),6
Washington ,Support activities for printing,3
Washington ,Support activities for printing,3
Washington ,Chemical ,8
Washington ,"Soap, cleaning compound, and toilet preparation ",3
Washington ,Toilet preparation ,3
Washington ,Toilet preparation ,3
West Virginia,,1245
West Virginia,"Fruit and vegetable canning, pickling, and drying",7
West Virginia,Food ,87
West Virginia,Sugar and confectionery product ,3
West Virginia,Fruit and vegetable preserving and specialty food ,8
West Virginia,Fruit and vegetable canning,7
West Virginia,Animal slaughtering and processing,26
West Virginia,Animal slaughtering and processing,26
West Virginia,Animal (except poultry) slaughtering,21
West Virginia,Meat processed from carcasses,3
West Virginia,Bakeries and tortilla ,40
West Virginia,Bread and bakery product ,38
West Virginia,Retail bakeries,28
West Virginia,Commercial bakeries,10
West Virginia,Other food ,6
West Virginia,Seasoning and dressing ,3
West Virginia,"Mayonnaise, dressing, and other prepared sauce ",3
West Virginia,All other food ,3
West Virginia,Perishable prepared food ,3
West Virginia,Beverage and tobacco product ,16
West Virginia,Beverage ,15
West Virginia,Soft drink and ice ,9
West Virginia,Bottled water ,3
West Virginia,Ice ,5
West Virginia,Distilleries,3
West Virginia,Distilleries,3
West Virginia,Textile mills,8
West Virginia,Textile and fabric finishing and fabric coating mills,4
West Virginia,Textile and fabric finishing mills,3
West Virginia,Textile and fabric finishing mills,3
West Virginia,Textile product mills,12
West Virginia,Other textile product mills,10
West Virginia,All other textile product mills,8
West Virginia,All other miscellaneous textile product mills,8
West Virginia,Apparel ,8
West Virginia,Cut and sew apparel ,8
West Virginia,Cut and sew apparel contractors,5
West Virginia,Cut and sew apparel contractors,5
West Virginia,Wood product ,165
West Virginia,Sawmills and wood preservation,79
West Virginia,Sawmills and wood preservation,79
West Virginia,Sawmills,71
West Virginia,Wood preservation,8
West Virginia,"Veneer, plywood, and engineered wood product ",9
West Virginia,"Veneer, plywood, and engineered wood product ",9
West Virginia,Truss ,4
West Virginia,Other wood product ,77
West Virginia,Millwork,40
West Virginia,Wood window and door ,5
West Virginia,"Cut stock, resawing lumber, and planing",19
West Virginia,Other millwork (including flooring),16
West Virginia,Wood container and pallet ,13
West Virginia,Wood container and pallet ,13
West Virginia,All other wood product ,24
West Virginia,Prefabricated wood building ,6
West Virginia,All other miscellaneous wood product ,18
West Virginia,Paper ,9
West Virginia,Converted paper product ,7
West Virginia,Paperboard container ,3
West Virginia,Paper bag and coated and treated paper ,3
West Virginia,Paper bag and coated and treated paper ,3
West Virginia,Printing and related support activities,88
West Virginia,Printing and related support activities,88
West Virginia,Printing,87
West Virginia,Commercial printing (except screen and books),68
West Virginia,Commercial screen printing,16
West Virginia,Books printing,3
West Virginia,Petroleum and coal products ,14
West Virginia,Petroleum and coal products ,14
West Virginia,"Asphalt paving, roofing, and saturated materials ",10
West Virginia,Asphalt paving mixture and block ,10
West Virginia,Other petroleum and coal products ,3
West Virginia,Chemical ,73
West Virginia,Basic chemical ,34
West Virginia,Industrial gas ,9
West Virginia,Industrial gas ,9
West Virginia,Other basic inorganic chemical ,8
West Virginia,Other basic inorganic chemical ,8
West Virginia,Other basic organic chemical ,16
West Virginia,"Cyclic crude, intermediate, and gum and wood chemical ",3
West Virginia,All other basic organic chemical ,13
West Virginia,"Resin, synthetic rubber, and synthetic fibers and filaments ",7
West Virginia,Resin and synthetic rubber ,6
West Virginia,Plastics material and resin ,6
West Virginia,"Pesticide, fertilizer, and other agricultural chemical ",6
West Virginia,Fertilizer ,5
West Virginia,Nitrogenous fertilizer ,4
West Virginia,Pharmaceutical and medicine ,4
West Virginia,Pharmaceutical and medicine ,4
West Virginia,Pharmaceutical preparation ,3
West Virginia,"Paint, coating, and adhesive ",5
West Virginia,Adhesive ,3
West Virginia,Adhesive ,3
West Virginia,"Soap, cleaning compound, and toilet preparation ",4
West Virginia,Soap and cleaning compound ,4
West Virginia,Other chemical product and preparation ,13
West Virginia,All other chemical product and preparation ,11
West Virginia,Custom compounding of purchased resins,5
West Virginia,"Photographic film, paper, plate, and chemical ",3
West Virginia,All other miscellaneous chemical product and preparation ,3
West Virginia,Plastics and rubber products ,54
West Virginia,Plastics product ,41
West Virginia,Plastics packaging and unlaminated film and sheet ,3
West Virginia,"Plastics pipe, pipe fitting, and unlaminated profile shape ",6
West Virginia,Plastics pipe and pipe fitting ,4
West Virginia,Urethane and other foam product (except polystyrene) ,5
West Virginia,Urethane and other foam product (except polystyrene) ,5
West Virginia,Other plastics product ,26
West Virginia,All other plastics product ,25
West Virginia,Rubber product ,13
West Virginia,Tire ,5
West Virginia,Tire retreading,4
West Virginia,Other rubber product ,7
West Virginia,Rubber product  for mechanical use,3
West Virginia,All other rubber product ,4
West Virginia,Nonmetallic mineral product ,117
West Virginia,Clay product and refractory ,12
West Virginia,"Pottery, ceramics, and plumbing fixture ",8
West Virginia,Glass and glass product ,10
West Virginia,"Pottery, ceramics, and plumbing fixture ",8
West Virginia,Clay building material and refractories ,4
West Virginia,Clay building material and refractories ,4
West Virginia,Glass and glass product ,10
West Virginia,Other pressed and blown glass and glassware ,6
West Virginia,Glass product  made of purchased glass,3
West Virginia,Cement and concrete product ,78
West Virginia,Cement ,3
West Virginia,Cement ,3
West Virginia,Ready-mix concrete ,52
West Virginia,Ready-mix concrete ,52
West Virginia,"Concrete pipe, brick, and block ",12
West Virginia,Concrete block and brick ,12
West Virginia,Other concrete product ,11
West Virginia,Other concrete product ,11
West Virginia,Lime and gypsum product ,4
West Virginia,Other nonmetallic mineral product ,13
West Virginia,All other nonmetallic mineral product ,13
West Virginia,Cut stone and stone product ,6
West Virginia,Ground or treated mineral and earth ,5
West Virginia,Primary metal ,29
West Virginia,Iron and steel mills and ferroalloy ,5
West Virginia,Iron and steel mills and ferroalloy ,5
West Virginia,Iron and steel mills and ferroalloy ,5
West Virginia,Steel product  from purchased steel,5
West Virginia,Rolling and drawing of purchased steel,3
West Virginia,Rolled steel shape ,3
West Virginia,Alumina and aluminum production and processing,6
West Virginia,Alumina and aluminum production and processing,6
West Virginia,"Aluminum sheet, plate, and foil ",4
West Virginia,Nonferrous metal production and processing,6
West Virginia,Nonferrous metal (except aluminum) smelting and refining,3
West Virginia,Nonferrous metal (except aluminum) smelting and refining,3
West Virginia,Foundries,7
West Virginia,Ferrous metal foundries,3
West Virginia,Nonferrous metal foundries,4
West Virginia,Fabricated metal product ,262
West Virginia,Forging and stamping,6
West Virginia,Forging and stamping,6
West Virginia,"Metal crown, closure, and other metal stamping (except automotive)",3
West Virginia,Cutlery and handtool ,3
West Virginia,Cutlery and handtool ,3
West Virginia,Saw blade and handtool ,3
West Virginia,Architectural and structural metals ,64
West Virginia,Plate work and fabricated structural product ,36
West Virginia,Fabricated structural metal ,23
West Virginia,Plate work ,11
West Virginia,Ornamental and architectural metal products ,28
West Virginia,Sheet metal work ,20
West Virginia,Ornamental and architectural metal work ,6
West Virginia,"Boiler, tank, and shipping container ",11
